,experiment_id,section_thickness,specimen_id,plane,gene,gene_name,chromosome_id,entrez_id,genomic_reference_update_id,homologene_id,organism_id
3728,74583151,25,73652008,coronal,Sirpa,signal-regulatory protein alpha,47.0,19261.0,491928275.0,7246.0,2
3729,72129242,25,71250776,coronal,Tspan32,tetraspanin 32,52.0,27027.0,491928275.0,10650.0,2
3730,71836892,25,71083029,coronal,Maged2,"melanoma antigen, family D, 2",57.0,80884.0,491928275.0,12750.0,2
3731,67870433,25,642242,coronal,Trem2,triggering receptor expressed on myeloid cells 2,43.0,83433.0,491928275.0,10352.0,2
3732,74958576,25,74741214,coronal,Firre,functional intergenic repeating RNA element,57.0,103012.0,491928275.0,,2
3733,70927829,25,70145786,coronal,Pqlc1,PQ loop repeat containing 1,44.0,66943.0,491928275.0,32623.0,2
3734,74583162,25,73652008,coronal,Rhobtb3,Rho-related BTB domain containing 3,39.0,73296.0,491928275.0,8932.0,2
3735,74583161,25,73652008,coronal,Lrsam1,leucine rich repeat and sterile alpha motif containing 1,47.0,227738.0,491928275.0,44526.0,2
3736,77371839,25,77281686,coronal,Grn,granulin,36.0,14824.0,491928275.0,1577.0,2
3737,71016711,25,70396845,coronal,Slc52a2,"solute carrier protein 52, member 2",41.0,52710.0,491928275.0,56994.0,2
3738,74988758,25,74833331,coronal,LOC545352,-,34.0,545352.0,491928275.0,,2
3739,74988457,25,74784500,coronal,Ifit2,interferon-induced protein with tetratricopeptide repeats 2,45.0,15958.0,491928275.0,1187.0,2
3740,74511759,25,73573668,coronal,Gpr133,G protein-coupled receptor 133,50.0,243277.0,491928275.0,34616.0,2
3741,73925722,25,71903154,coronal,Agrn,agrin,49.0,11603.0,491928275.0,27907.0,2
3742,74581377,25,73633970,coronal,Egr3,early growth response 3,40.0,13655.0,491928275.0,37923.0,2
3743,73512188,25,71392961,coronal,Pdxk,"pyridoxal (pyridoxine, vitamin B6) kinase",35.0,216134.0,491928275.0,2731.0,2
3744,71920515,25,71083047,coronal,Rftn1,raftlin lipid raft linker 1,43.0,76438.0,491928275.0,18745.0,2
3745,70928293,25,70220597,coronal,Rtn1,reticulon 1,37.0,104001.0,491928275.0,49654.0,2
3746,71920517,25,71083047,coronal,Wscd1,WSC domain containing 1,36.0,216881.0,491928275.0,18590.0,2
3747,73718054,25,71478369,coronal,Dnajc12,"DnaJ (Hsp40) homolog, subfamily C, member 12",35.0,30045.0,491928275.0,8492.0,2
3748,75651149,25,75064248,coronal,Gpr137,G protein-coupled receptor 137,45.0,107173.0,491928275.0,10598.0,2
3749,74425525,25,73540579,coronal,Aox1,aldehyde oxidase 1,34.0,11761.0,491928275.0,68165.0,2
3750,75079776,25,74878309,coronal,Capsl,calcyphosine-like,41.0,75568.0,491928275.0,16959.0,2
3751,74881548,25,74657126,coronal,Atp1a4,"ATPase, Na+/K+ transporting, alpha 4 polypeptide",34.0,27222.0,491928275.0,113769.0,2
3752,73512189,25,71392961,coronal,Pcdhac1,"protocadherin alpha subfamily C, 1",44.0,353236.0,491928275.0,49561.0,2
3753,79907941,25,79398731,coronal,Dyrk1a,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a,42.0,13548.0,491928275.0,55576.0,2
3754,70928373,25,70230527,coronal,Vopp1,"vesicular, overexpressed in cancer, prosurvival protein 1",51.0,232023.0,491928275.0,12772.0,2
3755,74511986,25,73620101,coronal,Sipa1l1,signal-induced proliferation-associated 1 like 1,37.0,217692.0,491928275.0,9189.0,2
3756,75988508,25,75195287,coronal,Slc38a1,"solute carrier family 38, member 1",41.0,105727.0,491928275.0,12745.0,2
3757,77371763,25,77238071,coronal,Ndufv2,NADH dehydrogenase (ubiquinone) flavoprotein 2,43.0,72900.0,491928275.0,10884.0,2
3758,71836836,25,71061887,coronal,Ppp2ca,"protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform",36.0,19052.0,491928275.0,37660.0,2
3759,71670729,25,70911447,coronal,Sh3rf2,SH3 domain containing ring finger 2,44.0,269016.0,491928275.0,17618.0,2
3760,74658053,25,73989623,coronal,Atp13a5,ATPase type 13A5,42.0,268878.0,491928275.0,77451.0,2
3761,73931622,25,71903150,coronal,Svip,small VCP/p97-interacting protein,52.0,75744.0,491928275.0,85776.0,2
3762,74425516,25,73540630,coronal,Sh3d19,SH3 domain protein D19,48.0,27059.0,491928275.0,19064.0,2
3763,73718052,25,71478353,coronal,BC031181,cDNA sequence BC031181,44.0,407819.0,491928275.0,74274.0,2
3764,72129296,25,71250824,coronal,Hist2h2aa1,"histone cluster 2, H2aa1",48.0,15267.0,491928275.0,130664.0,2
3765,74819325,25,74565871,coronal,Agps,alkylglycerone phosphate synthase,47.0,228061.0,491928275.0,2716.0,2
3766,74357574,25,73502165,coronal,Mapk11,mitogen-activated protein kinase 11,41.0,19094.0,491928275.0,55684.0,2
3767,75144622,25,74899350,coronal,F630102L10Rik*,RIKEN cDNA F630102L10 gene (non-RefSeq),,,,,2
3768,74357546,25,72974492,coronal,Slc8a3,"solute carrier family 8 (sodium/calcium exchanger), member 3",37.0,110893.0,491928275.0,62645.0,2
3769,72007749,25,71167169,coronal,Fut8,fucosyltransferase 8,37.0,53618.0,491928275.0,9650.0,2
3770,72128774,25,71250772,coronal,Fam131b,"family with sequence similarity 131, member B",51.0,76156.0,491928275.0,8797.0,2
3771,72007937,25,71167178,coronal,Kazn,"kazrin, periplakin interacting protein",49.0,71529.0,491928275.0,16235.0,2
3772,74881927,25,74703383,coronal,Ppapdc1a,phosphatidic acid phosphatase type 2 domain containing 1A,52.0,381925.0,491928275.0,38751.0,2
3773,75934919,25,75428042,coronal,Zfyve28,"zinc finger, FYVE domain containing 28",50.0,231125.0,491928275.0,15119.0,2
3774,71836882,25,71061967,coronal,Nudt4,nudix (nucleoside diphosphate linked moiety X)-type motif 4,35.0,71207.0,491928275.0,41726.0,2
3775,70634108,25,70013757,coronal,Lrrc49,leucine rich repeat containing 49,54.0,102747.0,491928275.0,9782.0,2
3776,71836838,25,71061912,coronal,Bid,BH3 interacting domain death agonist,51.0,12122.0,491928275.0,923.0,2
3777,67853369,25,641743,coronal,Kcnj14,"potassium inwardly-rectifying channel, subfamily J, member 14",52.0,211480.0,491928275.0,27086.0,2
3778,75774669,25,75195317,coronal,Trhde,TRH-degrading enzyme,35.0,237553.0,491928275.0,75007.0,2
3779,73635999,25,71456180,coronal,Cadm2,cell adhesion molecule 2,42.0,239857.0,491928275.0,17705.0,2
3780,74273307,25,72970664,coronal,Gss,glutathione synthetase,47.0,14854.0,491928275.0,148.0,2
3781,71250312,25,70429725,coronal,AI593442,expressed sequence AI593442,54.0,330941.0,491928275.0,52281.0,2
3782,74724680,25,74373808,coronal,Gpr4,G protein-coupled receptor 4,52.0,319197.0,491928275.0,3867.0,2
3783,70928328,25,70230623,coronal,Galnt18,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 18,52.0,233733.0,491928275.0,18347.0,2
3784,74272053,25,72962240,coronal,4933427D14Rik,RIKEN cDNA 4933427D14 gene,36.0,74477.0,491928275.0,8874.0,2
3785,73930854,25,72010458,coronal,Mlec,malectin,50.0,109154.0,491928275.0,8823.0,2
3786,72472777,25,71339080,coronal,D430041D05Rik,RIKEN cDNA D430041D05 gene,47.0,241589.0,491928275.0,115928.0,2
3787,71836830,25,71035725,coronal,Vwa5a,von Willebrand factor A domain containing 5A,54.0,67776.0,491928275.0,18222.0,2
3788,73931413,25,71993683,coronal,Pdcd4,programmed cell death 4,45.0,18569.0,491928275.0,7879.0,2
3789,70813929,25,70101692,coronal,Tmem176a,transmembrane protein 176A,51.0,66058.0,491928275.0,10224.0,2
3790,75042251,25,74834172,coronal,Hsp90b1,"heat shock protein 90, beta (Grp94), member 1",35.0,22027.0,491928275.0,2476.0,2
3791,72128747,25,71250768,coronal,Ankrd34b,ankyrin repeat domain 34B,39.0,218440.0,491928275.0,18450.0,2
3792,72128753,25,71250808,coronal,Vstm2b,V-set and transmembrane domain containing 2B,52.0,58188.0,491928275.0,10970.0,2
3793,73994666,25,72010445,coronal,Mpp6,"membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)",51.0,56524.0,491928275.0,22976.0,2
3794,72472807,25,71392940,coronal,Gnal,"guanine nucleotide binding protein, alpha stimulating, olfactory type",44.0,14680.0,491928275.0,68222.0,2
3795,45668,25,33700,coronal,Dbndd2,dysbindin (dystrobrevin binding protein 1) domain containing 2,47.0,52840.0,491928275.0,12276.0,2
3796,77925023,25,77632931,coronal,St8sia2,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",52.0,20450.0,491928275.0,4384.0,2
3797,77280438,25,77232699,coronal,Pld5,"phospholipase D family, member 5",34.0,319455.0,491928275.0,16081.0,2
3798,73931636,25,72008723,coronal,LOC433258,similar to attractin-like 1; attractin-like,45.0,433258.0,491928275.0,,2
3799,74363345,25,73540545,coronal,Zdhhc23,"zinc finger, DHHC domain containing 23",42.0,332175.0,491928275.0,17840.0,2
3800,71587783,25,70516749,coronal,Nrxn3,neurexin III,37.0,18191.0,491928275.0,83225.0,2
3801,74363344,25,73540545,coronal,LOC433727,"similar to protein tyrosine phosphatase, receptor type, D",49.0,433727.0,491928275.0,,2
3802,75774105,25,75078679,coronal,Alg5,asparagine-linked glycosylation 5 (dolichyl-phosphate beta-glucosyltransferase),48.0,66248.0,491928275.0,7060.0,2
3803,75147759,25,75037048,coronal,Ttbk2,tau tubulin kinase 2,47.0,140810.0,491928275.0,62795.0,2
3804,75144623,25,74899350,coronal,C130018E23Rik*,RIKEN cDNA C130018E23 gene (non-RefSeq),,,,,2
3805,73925718,25,71903209,coronal,Orai2,ORAI calcium release-activated calcium modulator 2,50.0,269717.0,491928275.0,32799.0,2
3806,72340180,25,71299303,coronal,Kctd17,potassium channel tetramerisation domain containing 17,41.0,72844.0,491928275.0,23468.0,2
3807,71358552,25,70430540,coronal,Ahsa2,"AHA1, activator of heat shock protein ATPase 2",36.0,268390.0,491928275.0,72214.0,2
3808,75233110,25,75037204,coronal,Tex40,testis expressed 40,45.0,67077.0,491928275.0,85555.0,2
3809,74750042,25,74495221,coronal,Krt73,keratin 73,41.0,223915.0,491928275.0,27875.0,2
3810,74581400,25,73633995,coronal,Ptchd4,patched domain containing 4,43.0,627626.0,491928275.0,78322.0,2
3811,70743867,25,70073480,coronal,Camkv,CaM kinase-like vesicle-associated,54.0,235604.0,491928275.0,56983.0,2
3812,70634149,25,70013680,coronal,Tesc,tescalcin,50.0,57816.0,491928275.0,75158.0,2
3813,70744514,25,70091620,coronal,Abhd3,abhydrolase domain containing 3,44.0,106861.0,491928275.0,14055.0,2
3814,74581420,25,73633995,coronal,Scai,suppressor of cancer cell invasion,47.0,320271.0,491928275.0,15523.0,2
3815,74581380,25,73633970,coronal,Etfa,"electron transferring flavoprotein, alpha polypeptide",54.0,110842.0,491928275.0,100.0,2
3816,74511770,25,73573608,coronal,Gpr50,G-protein-coupled receptor 50,57.0,14765.0,491928275.0,3113.0,2
3817,72081556,25,71227950,coronal,Mesdc2,mesoderm development candidate 2,52.0,67943.0,491928275.0,11347.0,2
3818,75651232,25,75078784,coronal,Arl6ip5,ADP-ribosylation factor-like 6 interacting protein 5,51.0,65106.0,491928275.0,4673.0,2
3819,77371755,25,77238071,coronal,Mme,membrane metallo endopeptidase,48.0,17380.0,491928275.0,5275.0,2
3820,74581371,25,73633956,coronal,LOC434002,hypothetical gene supported by AK018238; AK046289,51.0,434002.0,491928275.0,,2
3821,74581396,25,73633987,coronal,Net1,neuroepithelial cell transforming gene 1,39.0,56349.0,491928275.0,4283.0,2
3822,67870080,25,641747,coronal,Gtf2f1,"general transcription factor IIF, polypeptide 1",43.0,98053.0,491928275.0,1585.0,2
3823,74957910,25,74741176,coronal,Usp13,ubiquitin specific peptidase 13 (isopeptidase T-3),48.0,72607.0,491928275.0,68372.0,2
3824,74581379,25,73633970,coronal,Stoml2,stomatin (Epb7.2)-like 2,49.0,66592.0,491928275.0,8389.0,2
3825,73635973,25,71456224,coronal,Adamts19,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 19",44.0,240322.0,491928275.0,15860.0,2
3826,74581395,25,73633987,coronal,Hpcal1,hippocalcin-like 1,37.0,53602.0,491928275.0,37586.0,2
3827,71924451,25,71120791,coronal,Cntnap3,contactin associated protein-like 3,39.0,238680.0,491928275.0,129602.0,2
3828,74581446,25,73651943,coronal,Magix,"MAGI family member, X-linked",57.0,54634.0,491928275.0,10311.0,2
3829,70928169,25,70145695,coronal,Stx12,syntaxin 12,49.0,100226.0,491928275.0,128192.0,2
3830,73520981,25,71414845,coronal,Dpp6,dipeptidylpeptidase 6,50.0,13483.0,491928275.0,22560.0,2
3831,72080123,25,71203524,coronal,Nap1l5,nucleosome assembly protein 1-like 5,51.0,58243.0,491928275.0,36397.0,2
3832,356849,25,83999,coronal,Yme1l1,YME1-like 1 (S. cerevisiae),47.0,27377.0,491928275.0,31996.0,2
3833,74988721,25,74784882,coronal,Ubr3,ubiquitin protein ligase E3 component n-recognin 3,47.0,68795.0,491928275.0,52092.0,2
3834,74958547,25,74741214,coronal,Palm3,paralemmin 3,53.0,74337.0,491928275.0,53493.0,2
3835,71670709,25,70897029,coronal,Vangl1,"vang-like 1 (van gogh, Drosophila)",48.0,229658.0,491928275.0,44540.0,2
3836,75042242,25,74834168,coronal,Rims3,regulating synaptic membrane exocytosis 3,49.0,242662.0,491928275.0,8837.0,2
3837,74819328,25,74565871,coronal,Lrrn2,"leucine rich repeat protein 2, neuronal",34.0,16980.0,491928275.0,21274.0,2
3838,74958491,25,74741214,coronal,Iars2,"isoleucine-tRNA synthetase 2, mitochondrial",34.0,381314.0,491928275.0,7118.0,2
3839,75041430,25,74833955,coronal,Cubn,cubilin (intrinsic factor-cobalamin receptor),47.0,65969.0,491928275.0,37434.0,2
3840,79568047,25,79355507,coronal,Caml,calcium modulating ligand,39.0,12328.0,491928275.0,1323.0,2
3841,77280578,25,77232707,coronal,B3galt5,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5",42.0,93961.0,491928275.0,13230.0,2
3842,75749388,25,75078647,coronal,H2-T23,"histocompatibility 2, T region locus 23",43.0,15040.0,491928275.0,128337.0,2
3843,75080656,25,74899389,coronal,Tmem29,transmembrane protein 29,57.0,382245.0,491928275.0,113464.0,2
3844,75038485,25,74833951,coronal,Cbfa2t3,"core-binding factor, runt domain, alpha subunit 2, translocated to, 3 (human)",53.0,12398.0,491928275.0,74543.0,2
3845,73992941,25,72010481,coronal,Lppr4,lipid phosphate phosphatase-related protein type 4,48.0,229791.0,491928275.0,8895.0,2
3846,71836804,25,71035697,coronal,Pck2,phosphoenolpyruvate carboxykinase 2 (mitochondrial),40.0,74551.0,491928275.0,3356.0,2
3847,74581370,25,73633913,coronal,Ubash3b,"ubiquitin associated and SH3 domain containing, B",54.0,72828.0,491928275.0,13152.0,2
3848,70927826,25,70145683,coronal,Ckb,"creatine kinase, brain",37.0,12709.0,491928275.0,37530.0,2
3849,74357548,25,72974492,coronal,Fgd5,"FYVE, RhoGEF and PH domain containing 5",51.0,232237.0,491928275.0,27798.0,2
3850,73615805,25,71444845,coronal,BC100451,cDNA sequence BC100451,36.0,58251.0,491928275.0,75164.0,2
3851,72340125,25,71299295,coronal,1810041L15Rik,RIKEN cDNA 1810041L15 gene,41.0,72301.0,491928275.0,28255.0,2
3852,71836845,25,71061925,coronal,Adamts4,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4",34.0,240913.0,491928275.0,36169.0,2
3853,71670713,25,70897038,coronal,2900026A02Rik,RIKEN cDNA 2900026A02 gene,50.0,243219.0,491928275.0,129566.0,2
3854,74658140,25,74071281,coronal,Sdhb,"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)",49.0,67680.0,491928275.0,2255.0,2
3855,74357581,25,73502169,coronal,Pdp1,pyruvate dehyrogenase phosphatase catalytic subunit 1,49.0,381511.0,491928275.0,31928.0,2
3856,276073,25,72640,coronal,Map2k4,mitogen-activated protein kinase kinase 4,36.0,26398.0,491928275.0,48159.0,2
3857,75042249,25,74834172,coronal,Myo5c,myosin VC,54.0,208943.0,491928275.0,68947.0,2
3858,75041563,25,74834150,coronal,Srm,spermidine synthase,49.0,20810.0,491928275.0,40514.0,2
3859,74881275,25,74657027,coronal,Steap3,STEAP family member 3,34.0,68428.0,491928275.0,10084.0,2
3860,74581397,25,73633987,coronal,Sh3gl2,SH3-domain GRB2-like 2,49.0,20404.0,491928275.0,20652.0,2
3861,73930835,25,71993627,coronal,Cabp7,calcium binding protein 7,36.0,192650.0,491928275.0,16364.0,2
3862,71670736,25,70911361,coronal,Zfp462,zinc finger protein 462,49.0,242466.0,491928275.0,41430.0,2
3863,75774107,25,75195186,coronal,Slc35b4,"solute carrier family 35, member B4",51.0,58246.0,491928275.0,5799.0,2
3864,75081396,25,74899372,coronal,Plcl1,phospholipase C-like 1,34.0,227120.0,491928275.0,38155.0,2
3865,73931642,25,72008727,coronal,Pgbd5,piggyBac transposable element derived 5,53.0,209966.0,491928275.0,11583.0,2
3866,75651227,25,75078577,coronal,Cysltr1,cysteinyl leukotriene receptor 1,57.0,58861.0,491928275.0,4837.0,2
3867,77278975,25,77232683,coronal,Rec8,REC8 meiotic recombination protein,40.0,56739.0,491928275.0,3768.0,2
3868,73512194,25,71392996,coronal,Gng12,"guanine nucleotide binding protein (G protein), gamma 12",51.0,14701.0,491928275.0,32427.0,2
3869,357097,25,84011,coronal,Ing4,"inhibitor of growth family, member 4",51.0,28019.0,491928275.0,22952.0,2
3870,75145997,25,75023609,coronal,Isyna1,myo-inositol 1-phosphate synthase A1,53.0,71780.0,491928275.0,6222.0,2
3871,75079765,25,74878309,coronal,Ptp4a1,protein tyrosine phosphatase 4a1,34.0,19243.0,491928275.0,2587.0,2
3872,74047772,25,72147809,coronal,Lypla1,lysophospholipase 1,34.0,18777.0,491928275.0,100781.0,2
3873,73592527,25,71444821,coronal,Celf4,"CUGBP, Elav-like family member 4",44.0,108013.0,491928275.0,23202.0,2
3874,77371769,25,77281678,coronal,Bcar3,breast cancer anti-estrogen resistance 3,48.0,29815.0,491928275.0,31181.0,2
3875,75081207,25,74899317,coronal,Fam60a,"family with sequence similarity 60, member A",51.0,56306.0,491928275.0,10494.0,2
3876,74882810,25,74703371,coronal,Rpl15,ribosomal protein L15,40.0,66480.0,491928275.0,37713.0,2
3877,72472789,25,71392884,coronal,Vwa3a,von Willebrand factor A domain containing 3A,52.0,233813.0,491928275.0,18607.0,2
3878,72104173,25,71227954,coronal,Pde6g,"phosphodiesterase 6G, cGMP-specific, rod, gamma",36.0,18588.0,491928275.0,1955.0,2
3879,72007746,25,71167221,coronal,Rell1,RELT-like 1,50.0,100532.0,491928275.0,27084.0,2
3880,72129294,25,71250824,coronal,Tshz2,teashirt zinc finger family member 2,47.0,228911.0,491928275.0,35258.0,2
3881,70634297,25,70041775,coronal,Pcgf6,polycomb group ring finger 6,45.0,71041.0,491928275.0,12378.0,2
3882,75041515,25,74834133,coronal,Magi3,"membrane associated guanylate kinase, WW and PDZ domain containing 3",48.0,99470.0,491928275.0,26431.0,2
3883,74819685,25,74625635,coronal,Fam96b,"family with sequence similarity 96, member B",53.0,68523.0,491928275.0,6115.0,2
3884,72008123,25,71185675,coronal,Cgnl1,cingulin-like 1,54.0,68178.0,491928275.0,41901.0,2
3885,74583150,25,73652008,coronal,Hist3h2a,"histone cluster 3, H2a",36.0,319162.0,491928275.0,119112.0,2
3886,75041444,25,74834097,coronal,Il11ra2,"interleukin 11 receptor, alpha chain 2",49.0,16158.0,491928275.0,88705.0,2
3887,77866852,25,77529354,coronal,Tmem176b,transmembrane protein 176B,51.0,65963.0,491928275.0,8521.0,2
3888,74881353,25,74657092,coronal,Abcb10,"ATP-binding cassette, sub-family B (MDR/TAP), member 10",53.0,56199.0,491928275.0,6474.0,2
3889,71587887,25,70780130,coronal,Kcnip3,"Kv channel interacting protein 3, calsenilin",47.0,56461.0,491928275.0,8382.0,2
3890,77332092,25,77238039,coronal,Spsb1,splA/ryanodine receptor domain and SOCS box containing 1,49.0,74646.0,491928275.0,11832.0,2
3891,76115740,25,75819053,coronal,Prdx5,peroxiredoxin 5,45.0,54683.0,491928275.0,8076.0,2
3892,74357575,25,73502205,coronal,Cryab,"crystallin, alpha B",54.0,12955.0,491928275.0,68209.0,2
3893,70301276,25,69573394,coronal,Rps6ka2,"ribosomal protein S6 kinase, polypeptide 2",43.0,20112.0,491928275.0,100680.0,2
3894,73512199,25,71393000,coronal,Psmc3,"proteasome (prosome, macropain) 26S subunit, ATPase 3",47.0,19182.0,491928275.0,2097.0,2
3895,74581444,25,73634011,coronal,Pappa,pregnancy-associated plasma protein A,49.0,18491.0,491928275.0,31097.0,2
3896,74581381,25,73633970,coronal,Hsbp1,heat shock factor binding protein 1,53.0,68196.0,491928275.0,37494.0,2
3897,73992937,25,72010481,coronal,Csf2rb2,"colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage)",41.0,12984.0,491928275.0,339.0,2
3898,72472780,25,71339080,coronal,Esyt3,extended synaptotagmin-like protein 3,54.0,272636.0,491928275.0,18626.0,2
3899,74749996,25,74495161,coronal,Trim37,tripartite motif-containing 37,36.0,68729.0,491928275.0,9084.0,2
3900,74511956,25,73620089,coronal,Slc35g2,"solute carrier family 35, member G2",54.0,245020.0,491928275.0,11893.0,2
3901,71250311,25,70429725,coronal,AI450948,expressed sequence AI450948,37.0,382643.0,491928275.0,,2
3902,74511884,25,73620033,coronal,Rgs4,regulator of G-protein signaling 4,34.0,19736.0,491928275.0,4100.0,2
3903,74511758,25,73573668,coronal,Prlhr,prolactin releasing hormone receptor,45.0,226278.0,491928275.0,3134.0,2
3904,80343383,25,80326809,coronal,Cdkn1a,cyclin-dependent kinase inhibitor 1A (P21),43.0,12575.0,491928275.0,333.0,2
3905,80343372,25,80326809,coronal,Kcnj6,"potassium inwardly-rectifying channel, subfamily J, member 6",42.0,16522.0,491928275.0,1688.0,2
3906,74425572,25,73568187,coronal,Sorbs1,sorbin and SH3 domain containing 1,45.0,20411.0,491928275.0,83252.0,2
3907,74425568,25,73568187,coronal,Glcci1,glucocorticoid induced transcript 1,51.0,170772.0,491928275.0,15773.0,2
3908,80343396,25,80326809,coronal,Ankrd24,ankyrin repeat domain 24,35.0,70615.0,491928275.0,49885.0,2
3909,80343348,25,80326805,coronal,Pxylp1,2-phosphoxylose phosphatase 1,54.0,235534.0,491928275.0,15931.0,2
3910,80343334,25,80326805,coronal,Kiss1r,KISS1 receptor,35.0,114229.0,491928275.0,11411.0,2
3911,80343319,25,80326805,coronal,Tgfb1,"transforming growth factor, beta 1",52.0,21803.0,491928275.0,540.0,2
3912,74511737,25,73568175,coronal,Glp1r,glucagon-like peptide 1 receptor,43.0,14652.0,491928275.0,1558.0,2
3913,74511738,25,73568175,coronal,Chrna7,"cholinergic receptor, nicotinic, alpha polypeptide 7",52.0,11441.0,491928275.0,593.0,2
3914,74425571,25,73568187,coronal,Stat2,signal transducer and activator of transcription 2,35.0,20847.0,491928275.0,3952.0,2
3915,77887860,25,77561820,coronal,Sh3bgrl2,SH3 domain binding glutamic acid-rich protein like 2,54.0,212531.0,491928275.0,12876.0,2
3916,77887842,25,77561820,coronal,Traip,TRAF-interacting protein,54.0,22036.0,491928275.0,31343.0,2
3917,79912556,25,79398743,coronal,Chrm3,"cholinergic receptor, muscarinic 3, cardiac",39.0,12671.0,491928275.0,20191.0,2
3918,79912574,25,79398743,coronal,Arfgef2,ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited),47.0,99371.0,491928275.0,111880.0,2
3919,79912554,25,79398743,coronal,Fos,FBJ osteosarcoma oncogene,37.0,14281.0,491928275.0,3844.0,2
3920,79912613,25,79398743,coronal,Pcp4,Purkinje cell protein 4,42.0,18546.0,491928275.0,4519.0,2
3921,74511860,25,73573624,coronal,Ptpn3,"protein tyrosine phosphatase, non-receptor type 3",49.0,545622.0,491928275.0,74451.0,2
3922,74511850,25,73573624,coronal,Ppp4r2,"protein phosphatase 4, regulatory subunit 2",51.0,232314.0,491928275.0,17953.0,2
3923,79912546,25,79398739,coronal,Flt3l,FMS-like tyrosine kinase 3 ligand,52.0,14256.0,491928275.0,48021.0,2
3924,79912552,25,79398739,coronal,Stub1,STIP1 homology and U-Box containing protein 1,43.0,56424.0,491928275.0,4281.0,2
3925,79912544,25,79398739,coronal,Dlx6os1,"distal-less homeobox 6, opposite strand 1",51.0,320038.0,491928275.0,,2
3926,79912548,25,79398739,coronal,Nrsn2,neurensin 2,47.0,228777.0,491928275.0,11802.0,2
3927,79912542,25,79398739,coronal,Thra,thyroid hormone receptor alpha,36.0,21833.0,491928275.0,37747.0,2
3928,79912608,25,79398743,coronal,Kiss1,KiSS-1 metastasis-suppressor,34.0,280287.0,491928275.0,1701.0,2
3929,79908817,25,79398735,coronal,Notch3,notch 3,43.0,18131.0,491928275.0,376.0,2
3930,79908833,25,79398735,coronal,Tenm3,teneurin transmembrane protein 3,53.0,23965.0,491928275.0,22673.0,2
3931,79908802,25,79398735,coronal,Limk1,"LIM-domain containing, protein kinase",50.0,16885.0,491928275.0,1738.0,2
3932,80517357,25,80329294,coronal,Cks2,CDC28 protein kinase regulatory subunit 2,39.0,66197.0,491928275.0,86883.0,2
3933,80517217,25,80329294,coronal,Oprk1,"opioid receptor, kappa 1",34.0,18387.0,491928275.0,20253.0,2
3934,80517343,25,80329294,coronal,Galr2,galanin receptor 2,36.0,14428.0,491928275.0,2863.0,2
3935,80517009,25,80329290,coronal,Sh2b3,SH2B adaptor protein 3,50.0,16923.0,491928275.0,36179.0,2
3936,80516770,25,80329290,coronal,Eomes,eomesodermin homolog (Xenopus laevis),54.0,13813.0,491928275.0,3971.0,2
3937,80516310,25,80329290,coronal,Crhbp,corticotropin releasing hormone binding protein,39.0,12919.0,491928275.0,1418.0,2
3938,80516967,25,80329290,coronal,Sema5a,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",41.0,20356.0,491928275.0,2949.0,2
3939,80343330,25,80326805,coronal,Stc2,stanniocalcin 2,36.0,20856.0,491928275.0,2753.0,2
3940,80343346,25,80326805,coronal,Edc3,enhancer of mRNA decapping 3 homolog (S. cerevisiae),54.0,353190.0,491928275.0,11827.0,2
3941,74511837,25,73573616,coronal,Ndst4,N-deacetylase/N-sulfotransferase (heparin glucosaminyl) 4,48.0,64580.0,491928275.0,11208.0,2
3942,74511839,25,73573616,coronal,Prss35,"protease, serine 35",54.0,244954.0,491928275.0,17734.0,2
3943,80343394,25,80326809,coronal,Dok5,docking protein 5,47.0,76829.0,491928275.0,10195.0,2
3944,80343361,25,80326809,coronal,Cebpa,"CCAAT/enhancer binding protein (C/EBP), alpha",52.0,12606.0,491928275.0,3211.0,2
3945,80343407,25,80326809,coronal,Cyr61,cysteine rich protein 61,48.0,16007.0,491928275.0,1194.0,2
3946,74425549,25,73568147,coronal,Ilf3,interleukin enhancer binding factor 3,54.0,16201.0,491928275.0,7785.0,2
3947,74425550,25,73568147,coronal,Decr1,"2,4-dienoyl CoA reductase 1, mitochondrial",49.0,67460.0,491928275.0,68178.0,2
3948,74425539,25,73568143,coronal,Cda,cytidine deaminase,49.0,72269.0,491928275.0,1352.0,2
3949,74511769,25,73573608,coronal,Gpr3,G-protein coupled receptor 3,49.0,14748.0,491928275.0,31303.0,2
3950,74511780,25,73573608,coronal,Prokr2,prokineticin receptor 2,47.0,246313.0,491928275.0,16368.0,2
