experiment_id,section_thickness,specimen_id,plane,gene,gene_name,chromosome_id,entrez_id,genomic_reference_update_id,homologene_id,organism_id
71488353,25,70538528,sagittal,Apoo,apolipoprotein O,57.0,68316.0,491928275.0,11475.0,2
68918703,25,68176719,sagittal,Pramef8,PRAME family member 8,49.0,242736.0,491928275.0,128393.0,2
70474809,25,70430925,sagittal,Chmp2b,charged multivesicular body protein 2B,42.0,68942.0,491928275.0,8534.0,2
70793833,25,70006214,sagittal,Gm5608,predicted gene 5608,53.0,434282.0,491928275.0,,2
68341513,25,67965784,sagittal,Ginm1,glycoprotein integral membrane 1,35.0,215751.0,491928275.0,16347.0,2
68341495,25,67965780,sagittal,Ahcy,S-adenosylhomocysteine hydrolase,47.0,269378.0,491928275.0,554.0,2
70784952,25,69977200,sagittal,Pcdhgc3,"protocadherin gamma subfamily C, 3",44.0,93706.0,491928275.0,31099.0,2
70611126,25,69837693,sagittal,LOC432617,"similar to dynein, axonemal, heavy polypeptide 9 isoform 2; dynein, axonemal, light intermediate chain 1; dynein, axonemal, heavy polypeptide 17-like; ciliary dynein heavy chain",36.0,432617.0,491928275.0,,2
68076525,25,67964408,sagittal,Ppox,protoporphyrinogen oxidase,34.0,19044.0,491928275.0,262.0,2
74562498,25,73633926,sagittal,Clec18a,"C-type lectin domain family 18, member A",53.0,353287.0,491928275.0,18755.0,2
70595907,25,69778891,sagittal,Gm15104,predicted gene 15104,57.0,333588.0,491928275.0,104361.0,2
76003343,25,75515772,sagittal,Unc45b,unc-45 homolog B (C. elegans),36.0,217012.0,491928275.0,14666.0,2
73424220,25,72575737,sagittal,Slc16a5,"solute carrier family 16 (monocarboxylic acid transporters), member 5",36.0,217316.0,491928275.0,20985.0,2
67787333,25,67780622,sagittal,Sorbs2,sorbin and SH3 domain containing 2,53.0,234214.0,491928275.0,83295.0,2
70546006,25,69744808,sagittal,Ier5,immediate early response 5,34.0,15939.0,491928275.0,7778.0,2
71832862,25,71735933,sagittal,Rasgrp4,RAS guanyl releasing protein 4,52.0,233046.0,491928275.0,15635.0,2
70305478,25,69665088,sagittal,Tmem145,transmembrane protein 145,52.0,330485.0,491928275.0,18333.0,2
73767193,25,71637863,sagittal,F730117H04Rik*,RIKEN cDNA F730117H04 gene (non-RefSeq),,,,,2
70303606,25,69619530,sagittal,Kdm5d,lysine (K)-specific demethylase 5D,60.0,20592.0,491928275.0,55838.0,2
73423708,25,71339054,sagittal,Ybx2,Y box protein 2,36.0,53422.0,491928275.0,22942.0,2
72472472,25,71339005,sagittal,Gm1136,"gene model 1136, (NCBI)",56.0,382198.0,491928275.0,,2
70303462,25,69619380,sagittal,Zcchc5,"zinc finger, CCHC domain containing 5",57.0,213436.0,491928275.0,19397.0,2
70205560,25,69525248,sagittal,4732456N10Rik,RIKEN cDNA 4732456N10 gene,41.0,239673.0,491928275.0,72272.0,2
686195,25,683393,sagittal,Pes1,"pescadillo homolog 1, containing BRCT domain (zebrafish)",36.0,64934.0,491928275.0,5984.0,2
69288512,25,69223986,sagittal,Sowahc,sosondowah ankyrin repeat domain family member C,35.0,268301.0,491928275.0,49723.0,2
68196938,25,591083,sagittal,Cript,cysteine-rich PDZ-binding protein,43.0,56724.0,491928275.0,8572.0,2
69262283,25,69071976,sagittal,Osbpl3,oxysterol binding protein-like 3,51.0,71720.0,491928275.0,49422.0,2
71656805,25,70897016,sagittal,Trerf1,transcriptional regulating factor 1,43.0,224829.0,491928275.0,14129.0,2
69236754,25,68840517,sagittal,A530099J19Rik,RIKEN cDNA A530099J19 gene,39.0,319293.0,491928275.0,105930.0,2
71161171,25,70873461,sagittal,Gramd1b,GRAM domain containing 1B,54.0,235283.0,491928275.0,18223.0,2
69169959,25,68797118,sagittal,Fam160b1,"family with sequence similarity 160, member B1",45.0,226252.0,491928275.0,28133.0,2
69173226,25,68797176,sagittal,Rbsn,"rabenosyn, RAB effector",51.0,78287.0,491928275.0,41477.0,2
70920051,25,70873216,sagittal,St3gal2,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2",53.0,20444.0,491928275.0,5047.0,2
71617020,25,71556448,sagittal,Qprt,quinolinate phosphoribosyltransferase,52.0,67375.0,491928275.0,8623.0,2
68844188,25,68678265,sagittal,Syt16,synaptotagmin XVI,37.0,238266.0,491928275.0,12902.0,2
71380495,25,70494560,sagittal,1700020I14Rik,RIKEN cDNA 1700020I14 gene,47.0,66602.0,491928275.0,,2
70239111,25,70070928,sagittal,Epc2,enhancer of polycomb homolog 2 (Drosophila),47.0,227867.0,491928275.0,32274.0,2
68666726,25,68203728,sagittal,Phgr1,proline/histidine/glycine-rich 1,47.0,53906.0,491928275.0,,2
70595984,25,69778822,sagittal,LOC380889,axonemal dynein heavy chain family member,40.0,380889.0,491928275.0,,2
68632082,25,68203548,sagittal,Slc35f5,"solute carrier family 35, member F5",34.0,74150.0,491928275.0,5745.0,2
68844253,25,68151362,sagittal,Sap130,Sin3A associated protein,44.0,269003.0,491928275.0,11577.0,2
70205530,25,69525248,sagittal,Fam26d,"family with sequence similarity 26, member D",35.0,270711.0,491928275.0,19551.0,2
69529065,25,69486006,sagittal,BC034090,cDNA sequence BC034090,34.0,207792.0,491928275.0,19490.0,2
69887451,25,69434209,sagittal,Sulf1,sulfatase 1,34.0,240725.0,491928275.0,49408.0,2
68148721,25,68123333,sagittal,Vps11,vacuolar protein sorting 11 (yeast),54.0,71732.0,491928275.0,6673.0,2
69818317,25,69409368,sagittal,Rpl6,ribosomal protein L6,50.0,19988.0,491928275.0,31001.0,2
68546125,25,67966225,sagittal,Fhad1,forkhead-associated (FHA) phosphopeptide binding domain 1,49.0,329977.0,491928275.0,77947.0,2
69752047,25,69333203,sagittal,Mapk4,mitogen-activated protein kinase 4,44.0,225724.0,491928275.0,2058.0,2
71569157,25,70720515,sagittal,Vsig8,V-set and immunoglobulin domain containing 8,34.0,240916.0,491928275.0,18616.0,2
68196928,25,591079,sagittal,Herpud2,HERPUD family member 2,54.0,80517.0,491928275.0,10756.0,2
641525,25,589920,sagittal,Pim3,proviral integration site 3,41.0,223775.0,491928275.0,56955.0,2
69549292,25,69278814,sagittal,Itih2,"inter-alpha trypsin inhibitor, heavy chain 2",47.0,16425.0,491928275.0,1668.0,2
69443190,25,69048565,sagittal,Golga7b,"golgi autoantigen, golgin subfamily a, 7B",45.0,71146.0,491928275.0,28514.0,2
71529947,25,70614162,sagittal,Il1f5,"interleukin 1 family, member 5 (delta)",47.0,54450.0,491928275.0,10453.0,2
71213298,25,70397037,sagittal,Zfp652,zinc finger protein 652,36.0,268469.0,491928275.0,54768.0,2
68301903,25,68002942,sagittal,Chia1,"chitinase, acidic 1",48.0,81600.0,491928275.0,75168.0,2
68342153,25,67966117,sagittal,Sf3b6,"splicing factor 3B, subunit 6",37.0,66055.0,491928275.0,9360.0,2
67767463,25,67758235,sagittal,Armc7,armadillo repeat containing 7,36.0,276905.0,491928275.0,11603.0,2
70239123,25,70070928,sagittal,Epo,erythropoietin,50.0,13856.0,491928275.0,624.0,2
70201588,25,70044771,sagittal,Mmachc,"methylmalonic aciduria cblC type, with homocystinuria",49.0,67096.0,491928275.0,12082.0,2
70723283,25,69941462,sagittal,LOC433474,hypothetical gene supported by BC026863; BC041676,47.0,433474.0,491928275.0,,2
73573289,25,73515387,sagittal,Txn1,thioredoxin 1,49.0,22166.0,491928275.0,128202.0,2
69835610,25,69840901,sagittal,Txndc15,thioredoxin domain containing 15,39.0,69672.0,491928275.0,32594.0,2
70595775,25,69778798,sagittal,LOC268939,similar to axonemal dynein heavy chain 8 Dnahc8,43.0,268939.0,491928275.0,,2
73748755,25,71648426,sagittal,Tmem2,transmembrane protein 2,45.0,83921.0,491928275.0,75008.0,2
73767139,25,71637847,sagittal,Fam217b,"family with sequence similarity 217, member B",47.0,71532.0,491928275.0,49697.0,2
69817787,25,69409273,sagittal,Qrsl1,glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1,35.0,76563.0,491928275.0,6699.0,2
75828167,25,75238449,sagittal,Tspan14,tetraspanin 14,40.0,52588.0,491928275.0,23717.0,2
67978475,25,378413,sagittal,Glmn,"glomulin, FKBP associated protein",50.0,170823.0,491928275.0,14239.0,2
69608082,25,69204541,sagittal,Crybb2,"crystallin, beta B2",50.0,12961.0,491928275.0,420.0,2
69114992,25,69084253,sagittal,Ccdc70,coiled-coil domain containing 70,53.0,67929.0,491928275.0,12214.0,2
71789927,25,70929926,sagittal,Amn1,antagonist of mitotic exit network 1,51.0,232566.0,491928275.0,45811.0,2
71569102,25,70703523,sagittal,Wdr66,WD repeat domain 66,50.0,269701.0,491928275.0,16964.0,2
68845394,25,68152376,sagittal,Slc43a2,"solute carrier family 43, member 2",36.0,215113.0,491928275.0,17555.0,2
68341675,25,67965809,sagittal,Cenpq,centromere protein Q,43.0,83815.0,491928275.0,49525.0,2
70302264,25,70248780,sagittal,Srgap1,SLIT-ROBO Rho GTPase activating protein 1,35.0,117600.0,491928275.0,56898.0,2
68798591,25,67963216,sagittal,Mov10,Moloney leukemia virus 10,48.0,17454.0,491928275.0,10365.0,2
73679128,25,73654294,sagittal,Dcaf12l2,DDB1 and CUL4 associated factor 12-like 2,57.0,245403.0,491928275.0,18470.0,2
79544828,25,79338749,sagittal,Grtp1,GH regulated TBC protein 1,53.0,66790.0,491928275.0,84592.0,2
71148136,25,70220589,sagittal,Ankrd17,ankyrin repeat domain 17,50.0,81702.0,491928275.0,82403.0,2
79360239,25,79320860,sagittal,Pop4,"processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae)",52.0,66161.0,491928275.0,31392.0,2
73573331,25,73515391,sagittal,Mreg,melanoregulin,34.0,381269.0,491928275.0,9954.0,2
76081839,25,75720907,sagittal,Slmap,sarcolemma associated protein,40.0,83997.0,491928275.0,31428.0,2
68545687,25,67956989,sagittal,2010012O05Rik,RIKEN cDNA 2010012O05 gene,45.0,66439.0,491928275.0,16941.0,2
73617522,25,71444870,sagittal,Tktl1,transketolase-like 1,57.0,83553.0,491928275.0,8169.0,2
71495765,25,71340291,sagittal,Ankrd29,ankyrin repeat domain 29,44.0,225187.0,491928275.0,17839.0,2
71919164,25,71101500,sagittal,Tnfrsf13b,"tumor necrosis factor receptor superfamily, member 13b",36.0,57916.0,491928275.0,49320.0,2
70239021,25,69571254,sagittal,E230016K23Rik,RIKEN cDNA E230016K23 gene,36.0,100504464.0,491928275.0,,2
70228460,25,69534620,sagittal,A4galt,"alpha 1,4-galactosyltransferase",41.0,239559.0,491928275.0,9690.0,2
69529125,25,69486014,sagittal,Crb2,crumbs homolog 2 (Drosophila),47.0,241324.0,491928275.0,45474.0,2
69816727,25,69401188,sagittal,Ptprj,"protein tyrosine phosphatase, receptor type, J",47.0,19271.0,491928275.0,2130.0,2
69549326,25,69278716,sagittal,Usp14,ubiquitin specific peptidase 14,44.0,59025.0,491928275.0,3780.0,2
68203481,25,645619,sagittal,Las1l,LAS1-like (S. cerevisiae),57.0,76130.0,491928275.0,32746.0,2
69288249,25,69223962,sagittal,Ptgfr,prostaglandin F receptor,48.0,19220.0,491928275.0,741.0,2
71764946,25,70999124,sagittal,BC055324,cDNA sequence BC055324,34.0,381306.0,491928275.0,10058.0,2
74734956,25,74373654,sagittal,Olfr829,olfactory receptor 829,54.0,259070.0,491928275.0,115543.0,2
69444278,25,69026096,sagittal,5830454E08Rik,RIKEN cDNA 5830454E08 gene,54.0,76100.0,491928275.0,,2
545092,25,276489,sagittal,Cdk7,cyclin-dependent kinase 7,39.0,12572.0,491928275.0,1363.0,2
69169815,25,68770602,sagittal,Fabp12,fatty acid binding protein 12,48.0,75497.0,491928275.0,67746.0,2
68668030,25,68678037,sagittal,Camk2d,"calcium/calmodulin-dependent protein kinase II, delta",48.0,108058.0,491928275.0,55561.0,2
68410201,25,67966145,sagittal,Sft2d2,SFT2 domain containing 2,34.0,108735.0,491928275.0,27069.0,2
71608394,25,70822211,sagittal,Clptm1,cleft lip and palate associated transmembrane protein 1,52.0,56457.0,491928275.0,37464.0,2
71492820,25,70538627,sagittal,Tra2a,transformer 2 alpha homolog (Drosophila),51.0,101214.0,491928275.0,40866.0,2
70565897,25,70431029,sagittal,LOC208429,hypothetical LOC208429,57.0,208429.0,491928275.0,,2
74635054,25,73989823,sagittal,1700056E22Rik,RIKEN cDNA 1700056E22 gene,34.0,73363.0,491928275.0,,2
76003647,25,75536280,sagittal,Fscn2,"fascin homolog 2, actin-bundling protein, retinal (Strongylocentrotus purpuratus)",36.0,238021.0,491928275.0,22722.0,2
71210920,25,70309807,sagittal,Srsf12,serine/arginine-rich splicing factor 12,49.0,272009.0,491928275.0,,2
70919794,25,70091405,sagittal,Setd1a,SET domain containing 1A,52.0,233904.0,491928275.0,52251.0,2
70794043,25,70013728,sagittal,Fbxo28,F-box protein 28,34.0,67948.0,491928275.0,9050.0,2
71497000,25,71340311,sagittal,Fbf1,Fas (TNFRSF6) binding factor 1,36.0,217335.0,491928275.0,16531.0,2
70784564,25,69965156,sagittal,LOC436028,hypothetical gene supported by AK043289,53.0,436028.0,491928275.0,,2
71920165,25,71167090,sagittal,Tex35,testis expressed 35,34.0,73435.0,491928275.0,49980.0,2
69838404,25,69841042,sagittal,Slc16a3,"solute carrier family 16 (monocarboxylic acid transporters), member 3",36.0,80879.0,491928275.0,37900.0,2
70546209,25,69744816,sagittal,Mrps24,mitochondrial ribosomal protein S24,36.0,64660.0,491928275.0,57043.0,2
70542875,25,69715659,sagittal,Malsu1,mitochondrial assembly of ribosomal large subunit 1,51.0,75593.0,491928275.0,16317.0,2
70430864,25,69683878,sagittal,Zfp709,zinc finger protein 709,53.0,236193.0,491928275.0,88730.0,2
71808618,25,70999108,sagittal,1700008H02Rik,RIKEN cDNA 1700008H02 gene,50.0,66325.0,491928275.0,,2
71627766,25,70822195,sagittal,Tinag,tubulointerstitial nephritis antigen,54.0,26944.0,491928275.0,8082.0,2
69527998,25,69145807,sagittal,Ccdc40,coiled-coil domain containing 40,36.0,207607.0,491928275.0,27890.0,2
69568872,25,69071918,sagittal,Col4a4,"collagen, type IV, alpha 4",34.0,12829.0,491928275.0,20071.0,2
69012635,25,68615533,sagittal,Eps15,epidermal growth factor receptor pathway substrate 15,49.0,13858.0,491928275.0,128359.0,2
70474821,25,70430929,sagittal,Smg8,"smg-8 homolog, nonsense mediated mRNA decay factor (C. elegans)",36.0,74133.0,491928275.0,32393.0,2
70474011,25,70430765,sagittal,Snta1,"syntrophin, acidic 1",47.0,20648.0,491928275.0,2331.0,2
68798328,25,67963150,sagittal,Krt13,keratin 13,36.0,16663.0,491928275.0,40740.0,2
71020812,25,70101553,sagittal,Mrs2,MRS2 magnesium homeostasis factor homolog (S. cerevisiae),39.0,380836.0,491928275.0,31983.0,2
70201259,25,70044729,sagittal,1700013G24Rik,RIKEN cDNA 1700013G24 gene,49.0,69380.0,491928275.0,124477.0,2
73584843,25,71414790,sagittal,Clca2,chloride channel calcium activated 2,48.0,229933.0,491928275.0,4765.0,2
71920123,25,71167068,sagittal,1700042B14Rik,RIKEN cDNA 1700042B14 gene,57.0,73347.0,491928275.0,79770.0,2
70717359,25,69914453,sagittal,Mei4,"meiosis-specific, MEI4 homolog (S. cerevisiae)",54.0,75033.0,491928275.0,87251.0,2
69735001,25,69636966,sagittal,Hint1,histidine triad nucleotide binding protein 1,36.0,15254.0,491928275.0,3904.0,2
70218348,25,69525320,sagittal,4930550G17Rik,RIKEN cDNA 4930550G17 gene,47.0,100329140.0,491928275.0,,2
69783226,25,69371017,sagittal,Pitpnm2,"phosphatidylinositol transfer protein, membrane-associated 2",50.0,19679.0,491928275.0,7915.0,2
71764065,25,70971096,sagittal,AW551984,expressed sequence AW551984,54.0,244810.0,491928275.0,,2
69736400,25,69333116,sagittal,Macf1,microtubule-actin crosslinking factor 1,49.0,11426.0,491928275.0,82578.0,2
583840,25,583816,sagittal,Epm2aip1,EPM2A (laforin) interacting protein 1,54.0,77781.0,491928275.0,8875.0,2
71668372,25,70720578,sagittal,9930038B18Rik,RIKEN cDNA 9930038B18 gene,37.0,319503.0,491928275.0,,2
69113632,25,69084269,sagittal,Tsr2,TSR2 20S rRNA accumulation,57.0,69499.0,491928275.0,43235.0,2
70303857,25,70248820,sagittal,Elmod1,ELMO/CED-12 domain containing 1,54.0,270162.0,491928275.0,10280.0,2
71152521,25,70230603,sagittal,LOC432741,similar to ORF7,39.0,432741.0,491928275.0,,2
69202938,25,68814405,sagittal,Rcc2,regulator of chromosome condensation 2,49.0,108911.0,491928275.0,10282.0,2
69202782,25,68814397,sagittal,2610001J05Rik,RIKEN cDNA 2610001J05 gene,51.0,66520.0,491928275.0,,2
69134517,25,68752176,sagittal,Trpc2,"transient receptor potential cation channel, subfamily C, member 2",52.0,22064.0,491928275.0,7983.0,2
69116823,25,68749264,sagittal,Tssk2,testis-specific serine kinase 2,42.0,22115.0,491928275.0,31512.0,2
68148736,25,68123337,sagittal,Suv420h2,suppressor of variegation 4-20 homolog 2 (Drosophila),52.0,232811.0,491928275.0,32792.0,2
68302017,25,67964707,sagittal,Slc17a2,"solute carrier family 17 (sodium phosphate), member 2",39.0,218103.0,491928275.0,4260.0,2
75695664,25,75180127,sagittal,Cops6,"COP9 (constitutive photomorphogenic) homolog, subunit 6 (Arabidopsis thaliana)",50.0,26893.0,491928275.0,4977.0,2
76081209,25,75720907,sagittal,Cdk2,cyclin-dependent kinase 2,35.0,12566.0,491928275.0,74409.0,2
69838431,25,69841050,sagittal,Ctla4,cytotoxic T-lymphocyte-associated protein 4,34.0,12477.0,491928275.0,3820.0,2
74578311,25,73651960,sagittal,Catip,ciliogenesis associated TTC17 interacting protein,34.0,241112.0,491928275.0,18888.0,2
74359365,25,73502217,sagittal,Zswim8,zinc finger SWIM-type containing 8,40.0,268721.0,491928275.0,34313.0,2
70305682,25,69619421,sagittal,Gm4872,predicted gene 4872,51.0,231989.0,491928275.0,,2
70303684,25,69585091,sagittal,Veph1,ventricular zone expressed PH domain-containing 1,48.0,72789.0,491928275.0,11624.0,2
70238746,25,69571208,sagittal,D830013H23Rik,RIKEN cDNA D830013H23 gene,36.0,319412.0,491928275.0,,2
69855729,25,69434237,sagittal,A630033H20Rik,RIKEN cDNA A630033H20 gene,57.0,213438.0,491928275.0,18448.0,2
68196925,25,591079,sagittal,Hipk2,homeodomain interacting protein kinase 2,51.0,15258.0,491928275.0,68766.0,2
69444813,25,69082614,sagittal,Medag,mesenteric estrogen dependent adipogenesis,50.0,70717.0,491928275.0,12364.0,2
69262230,25,69072038,sagittal,Spock2,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2",35.0,94214.0,491928275.0,8854.0,2
67936409,25,356720,sagittal,Manba,"mannosidase, beta A, lysosomal",48.0,110173.0,491928275.0,4317.0,2
671235,25,293672,sagittal,Yipf3,"Yip1 domain family, member 3",43.0,28064.0,491928275.0,9117.0,2
69113919,25,68740714,sagittal,Trim17,tripartite motif-containing 17,36.0,56631.0,491928275.0,9387.0,2
68745042,25,68350139,sagittal,Dffa,"DNA fragmentation factor, alpha subunit",49.0,13347.0,491928275.0,3240.0,2
70528378,25,70430997,sagittal,Zfp811,zinc finger protein 811,43.0,240063.0,491928275.0,,2
74056118,25,72134802,sagittal,Misp,mitotic spindle positioning,35.0,78906.0,491928275.0,49933.0,2
71022334,25,70123771,sagittal,Ccdc36,coiled-coil domain containing 36,54.0,434438.0,491928275.0,52256.0,2
73949701,25,72008771,sagittal,Pikfyve,"phosphoinositide kinase, FYVE finger containing",34.0,18711.0,491928275.0,32115.0,2
68795406,25,68054296,sagittal,2810004N23Rik,RIKEN cDNA 2810004N23 gene,53.0,66523.0,491928275.0,11982.0,2
73906497,25,72008711,sagittal,4930541J03Rik*,RIKEN cDNA 4930541J03 gene (non-RefSeq),,,,,2
73513308,25,71392944,sagittal,Saal1,serum amyloid A-like 1,52.0,78935.0,491928275.0,34706.0,2
71496447,25,71340347,sagittal,Dmc1,"DMC1 dosage suppressor of mck1 homolog, meiosis-specific homologous recombination",41.0,13404.0,491928275.0,5135.0,2
71281141,25,71121370,sagittal,Lcorl,ligand dependent nuclear receptor corepressor-like,50.0,209707.0,491928275.0,82325.0,2
71892436,25,71101479,sagittal,Svs3a,seminal vesicle secretory protein 3A,47.0,64335.0,491928275.0,110771.0,2
67978761,25,67963879,sagittal,Cideb,"cell death-inducing DNA fragmentation factor, alpha subunit-like effector B",40.0,12684.0,491928275.0,7666.0,2
68545717,25,67963138,sagittal,Snap29,synaptosomal-associated protein 29,42.0,67474.0,491928275.0,3512.0,2
71489791,25,70538478,sagittal,Trem1,triggering receptor expressed on myeloid cells 1,43.0,58217.0,491928275.0,10243.0,2
69261414,25,68909664,sagittal,Gtf2h5,"general transcription factor IIH, polypeptide 5",43.0,66467.0,491928275.0,45635.0,2
69080485,25,68692833,sagittal,Car15,carbonic anhydrase 15,42.0,80733.0,491928275.0,113791.0,2
68633410,25,68203612,sagittal,Fam110a,"family with sequence similarity 110, member A",47.0,73847.0,491928275.0,12862.0,2
532647,25,228001,sagittal,Tomm34,translocase of outer mitochondrial membrane 34,47.0,67145.0,491928275.0,4956.0,2
68076895,25,67964450,sagittal,Haus8,"4HAUS augmin-like complex, subunit 8",53.0,76478.0,491928275.0,12644.0,2
74635590,25,74071259,sagittal,Elavl3,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)",54.0,15571.0,491928275.0,31035.0,2
74580990,25,73977211,sagittal,Fau,Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived),45.0,14109.0,491928275.0,37562.0,2
79393543,25,79314344,sagittal,Rbm19,RNA binding motif protein 19,50.0,74111.0,491928275.0,7158.0,2
77910761,25,77567057,sagittal,Higd2a,"HIG1 domain family, member 2A",39.0,67044.0,491928275.0,32648.0,2
74509587,25,73568167,sagittal,C230057A21Rik,RIKEN cDNA C230057A21 gene,48.0,381434.0,491928275.0,,2
70238692,25,69571200,sagittal,Tmem213,transmembrane protein 213,51.0,77522.0,491928275.0,28553.0,2
71664127,25,71556470,sagittal,Kcnj14,"potassium inwardly-rectifying channel, subfamily J, member 14",52.0,211480.0,491928275.0,27086.0,2
70218324,25,69525316,sagittal,4930546C10Rik,RIKEN cDNA 4930546C10 gene,44.0,78931.0,491928275.0,,2
70218175,25,69525312,sagittal,4930465K10Rik,RIKEN cDNA 4930465K10 gene,44.0,67640.0,491928275.0,,2
70218637,25,69525344,sagittal,Calr4,calreticulin 4,49.0,108802.0,491928275.0,86813.0,2
69783017,25,69370951,sagittal,Pfas,phosphoribosylformylglycinamidine synthase (FGAR amidotransferase),36.0,237823.0,491928275.0,5970.0,2
69735562,25,69289510,sagittal,Itga2,integrin alpha 2,39.0,16398.0,491928275.0,1662.0,2
68269057,25,693412,sagittal,Pltp,phospholipid transfer protein,47.0,18830.0,491928275.0,4536.0,2
532713,25,275641,sagittal,Pdss1,"prenyl (solanesyl) diphosphate synthase, subunit 1",47.0,56075.0,491928275.0,5353.0,2
532671,25,275601,sagittal,Rrp8,"ribosomal RNA processing 8, methyltransferase, homolog (yeast)",52.0,101867.0,491928275.0,5621.0,2
71587685,25,70803403,sagittal,Fsip2,fibrous sheath-interacting protein 2,47.0,241516.0,491928275.0,110349.0,2
69531097,25,69155378,sagittal,Fam163b,"family with sequence similarity 163, member B",47.0,109349.0,491928275.0,106097.0,2
70300222,25,70248752,sagittal,Lrrc1,leucine rich repeat containing 1,54.0,214345.0,491928275.0,44445.0,2
70228077,25,70044869,sagittal,Fate1,fetal and adult testis expressed 1,57.0,77905.0,491928275.0,,2
69407475,25,69082534,sagittal,Dchs1,dachsous 1 (Drosophila),52.0,233651.0,491928275.0,2771.0,2
69449026,25,69059278,sagittal,Asphd1,aspartate beta-hydroxylase domain containing 1,52.0,233879.0,491928275.0,,2
70445694,25,69715611,sagittal,Decr2,"2-4-dienoyl-Coenzyme A reductase 2, peroxisomal",43.0,26378.0,491928275.0,22223.0,2
74635400,25,74004125,sagittal,Mroh3,maestro heat-like repeat family member 3,34.0,76422.0,491928275.0,,2
74357594,25,73440227,sagittal,Coprs,"coordinator of PRMT5, differentiation stimulator",53.0,66423.0,491928275.0,10180.0,2
69169367,25,68752166,sagittal,Hist2h2aa1,"histone cluster 2, H2aa1",48.0,15267.0,491928275.0,130664.0,2
69116859,25,68749228,sagittal,4933405O20Rik,RIKEN cDNA 4933405O20 gene,52.0,243996.0,491928275.0,129738.0,2
71764595,25,71735845,sagittal,Clic5,chloride intracellular channel 5,43.0,224796.0,491928275.0,987.0,2
71892310,25,71101467,sagittal,Egfem1,EGF-like and EMI domain containing 1,48.0,75740.0,491928275.0,104934.0,2
68844283,25,68151362,sagittal,Arsk,arylsulfatase K,39.0,77041.0,491928275.0,12670.0,2
68269532,25,67501051,sagittal,Mrpl36,mitochondrial ribosomal protein L36,39.0,94066.0,491928275.0,41872.0,2
69735777,25,69289523,sagittal,Kif21b,kinesin family member 21B,34.0,16565.0,491928275.0,56868.0,2
68196969,25,591135,sagittal,Matr3,matrin 3,44.0,17184.0,491928275.0,7830.0,2
69530684,25,69154927,sagittal,Btg2,"B cell translocation gene 2, anti-proliferative",34.0,12227.0,491928275.0,31406.0,2
69201576,25,68804395,sagittal,Kl,klotho,50.0,16591.0,491928275.0,68415.0,2
71610829,25,70822183,sagittal,Rasa1,RAS p21 protein activator 1,39.0,218397.0,491928275.0,2168.0,2
70528551,25,70431009,sagittal,Cox11,cytochrome c oxidase assembly protein 11,36.0,69802.0,491928275.0,3221.0,2
68301748,25,68002922,sagittal,Hist1h2bc,"histone cluster 1, H2bc",39.0,68024.0,491928275.0,130120.0,2
70787591,25,70006109,sagittal,Lrrc32,leucine rich repeat containing 32,52.0,434215.0,491928275.0,4027.0,2
68302386,25,68002930,sagittal,Anxa13,annexin A13,41.0,69787.0,491928275.0,20908.0,2
68498986,25,67928788,sagittal,Ctdsp2,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2",35.0,52468.0,491928275.0,128791.0,2
69838403,25,69841042,sagittal,2310057M21Rik,RIKEN cDNA 2310057M21 gene,52.0,68277.0,491928275.0,11793.0,2
75198136,25,75023656,sagittal,Cdkn1c,cyclin-dependent kinase inhibitor 1C (P57),52.0,12577.0,491928275.0,58.0,2
70565153,25,69744776,sagittal,Rab12,"RAB12, member RAS oncogene family",43.0,19328.0,491928275.0,103879.0,2
69672653,25,69636958,sagittal,Fyco1,FYVE and coiled-coil domain containing 1,54.0,17281.0,491928275.0,11561.0,2
70238866,25,69571233,sagittal,Dio3,"deiodinase, iodothyronine type III",37.0,107585.0,491928275.0,1044.0,2
70228286,25,69534604,sagittal,Rnf222,ring finger protein 222,36.0,320040.0,491928275.0,18544.0,2
72076671,25,71203549,sagittal,4930563I02Rik,RIKEN cDNA 4930563I02 gene,40.0,67659.0,491928275.0,,2
678686,25,678723,sagittal,Manbal,"mannosidase, beta A, lysosomal-like",47.0,69161.0,491928275.0,41466.0,2
69446649,25,69133501,sagittal,9330155M09Rik,RIKEN cDNA 9330155M09 gene,42.0,320756.0,491928275.0,,2
69134444,25,68749256,sagittal,Tmem167,transmembrane protein 167,39.0,66074.0,491928275.0,41626.0,2
641542,25,589948,sagittal,Srsf4,serine/arginine-rich splicing factor 4,49.0,57317.0,491928275.0,25624.0,2
68668114,25,68349967,sagittal,Panx3,pannexin 3,54.0,208098.0,491928275.0,82335.0,2
68638017,25,68203684,sagittal,N4bp2l1,NEDD4 binding protein 2-like 1,50.0,100637.0,491928275.0,14151.0,2
71161351,25,70873465,sagittal,Zbtb7b,zinc finger and BTB domain containing 7B,48.0,22724.0,491928275.0,7605.0,2
